Nome;Posicao;Categoria;Sinonimos
Ronaldo Fenômeno;ATA;LENDA;Ronaldo Luís Nazário de Lima, O Fenômeno
Gerd Müller;ATA;LENDA;O Bombardeiro da Nação
Eusébio;ATA;LENDA;Eusébio da Silva Ferreira, A Pantera Negra
Rivaldo;ATA;LENDA;Vitor Borba Ferreira
Didier Drogba;ATA;LENDA;
Ademir;ATA;FOLCLORICO/HISTORICO;Ademir Marques de Menezes, O Queixada
Leônidas;ATA;FOLCLORICO/HISTORICO;Leônidas da Silva, O Diamante Negro
Vavá;ATA;FOLCLORICO/HISTORICO;Edvaldo Izídio Neto
Tostão;ATA;FOLCLORICO/HISTORICO;Eduardo Gonçalves de Andrade
Bebeto;ATA;FOLCLORICO/HISTORICO;José Roberto Gama de Oliveira
Müller;ATA;FOLCLORICO/HISTORICO;Luís Henrique Afonso Müller
Just Fontaine;ATA;FOLCLORICO/HISTORICO;
Roger Milla;ATA;FOLCLORICO/HISTORICO;
Davor Suker;ATA;FOLCLORICO/HISTORICO;
George Weah;ATA;FOLCLORICO/HISTORICO;
Hristo Stoichkov;ATA;FOLCLORICO/HISTORICO;
Romário;ATA;JOGADOR BASE;Romário de Souza Faria
Cafu Robinho;ATA;JOGADOR BASE;
Adriano;ATA;JOGADOR BASE;Adriano Leite Ribeiro, O Imperador
Fred;ATA;JOGADOR BASE;Frederico Chaves Guedes
Alexandre Pato;ATA;JOGADOR BASE;
Diego Costa;ATA;JOGADOR BASE;Diego da Silva Costa
Gabriel Jesus;ATA;JOGADOR BASE;Gabriel Fernando de Jesus
Richarlison;ATA;JOGADOR BASE;Richarlison de Andrade
Hulk;ATA;JOGADOR BASE;Givanildo Vieira de Sousa
Edilson;ATA;JOGADOR BASE;Edilson Ferreira de Lima
Luís Garcia;ATA;JOGADOR BASE;
Ivan Zamorano;ATA;JOGADOR BASE;Bam Bam
Alexis Sanchez;ATA;JOGADOR BASE;
Humberto Suazo;ATA;JOGADOR BASE;
Marcelo Salas;ATA;FOLCLORICO/HISTORICO;El Matador
Gonzalo Jara;ATA;JOGADOR BASE;
Luis Suárez;ATA;JOGADOR BASE;El Pistolero
Edinson Cavani;ATA;JOGADOR BASE;El Matador
Diego Forlán;ATA;FOLCLORICO/HISTORICO;
Óscar Tabárez;ATA;JOGADOR BASE;
Radamel Falcao;ATA;JOGADOR BASE;El Tigre
James Rodríguez;ATA;JOGADOR BASE;
Carlos Valderrama;ATA;FOLCLORICO/HISTORICO;El Pibe
Faustino Asprilla;ATA;FOLCLORICO/HISTORICO;El Tino
Robert Lewandowski;ATA;JOGADOR BASE;
Grzegorz Lato;ATA;FOLCLORICO/HISTORICO;
Andriy Shevchenko;ATA;JOGADOR BASE;
Francesco Totti;ATA;JOGADOR BASE;Il Capitano, L'ottavo Re di Roma
Alessandro Del Piero;ATA;JOGADOR BASE;Pinturicchio
Christian Vieri;ATA;JOGADOR BASE;Bobo
Roberto Baggio;ATA;FOLCLORICO/HISTORICO;Il Codino, O Rabo-de-Cavalo
Pippo Inzaghi;ATA;JOGADOR BASE;SuperPippo
Luca Toni;ATA;JOGADOR BASE;
Mario Balotelli;ATA;FOLCLORICO/HISTORICO;Super Mario
Antonio Di Natale;ATA;JOGADOR BASE;
Sadio Mané;ATA;JOGADOR BASE;
Mohamed Salah;ATA;JOGADOR BASE;
Samuel Eto'o;ATA;JOGADOR BASE;
Youssef En-Nesyri;ATA;JOGADOR BASE;
Hakim Ziyech;ATA;JOGADOR BASE;
Achraf Hakimi;ATA;JOGADOR BASE;
Riyad Mahrez;ATA;JOGADOR BASE;
Islam Slimani;ATA;JOGADOR BASE;
Abdelmoumène Djabou;ATA;JOGADOR BASE;
Salomon Kalou;ATA;JOGADOR BASE;
Didier Zokora;ATA;JOGADOR BASE;
Seydou Doumbia;ATA;JOGADOR BASE;
Wilfried Bony;ATA;JOGADOR BASE;
Harry Kane;ATA;JOGADOR BASE;
Peter Crouch;ATA;JOGADOR BASE;
Emile Heskey;ATA;JOGADOR BASE;
Jermain Defoe;ATA;JOGADOR BASE;
Jamie Vardy;ATA;JOGADOR BASE;
Theo Walcott;ATA;JOGADOR BASE;
Gary Lineker;ATA;FOLCLORICO/HISTORICO;
Alan Shearer;ATA;JOGADOR BASE;
Klose Miroslav;ATA;JOGADOR BASE;
Oliver Bierhoff;ATA;JOGADOR BASE;
Jürgen Klinsmann;ATA;FOLCLORICO/HISTORICO;
Karl-Heinz Rummenigge 2;ATA;JOGADOR BASE;
Pierre-Emerick Aubameyang;ATA;JOGADOR BASE;
André-Pierre Gignac;ATA;JOGADOR BASE;
Olivier Giroud;ATA;JOGADOR BASE;
Kingsley Coman;ATA;JOGADOR BASE;
Wissam Ben Yedder;ATA;JOGADOR BASE;
Saúl Berjon;ATA;JOGADOR BASE;
El Hadji Diouf;ATA;JOGADOR BASE;
Cheikhou Kouyaté;ATA;JOGADOR BASE;
Ismaïla Sarr;ATA;JOGADOR BASE;
Bamba Dieng;ATA;JOGADOR BASE;
Cristhian Stuani;ATA;JOGADOR BASE;
Luis Alberto Suárez 2;ATA;JOGADOR BASE;
Nicolás De La Cruz;ATA;JOGADOR BASE;
Federico Valverde;ATA;JOGADOR BASE;
Darwin Núñez;ATA;JOGADOR BASE;
Jonathan Rodríguez;ATA;JOGADOR BASE;
Victor Osimhen;ATA;JOGADOR BASE;
Kelechi Iheanacho;ATA;JOGADOR BASE;
Odion Ighalo;ATA;JOGADOR BASE;
Emeka Ezeugo;ATA;JOGADOR BASE;
Rashidi Yekini;ATA;FOLCLORICO/HISTORICO;
Khalid Chalgham;ATA;JOGADOR BASE;
Tim Cahill;ATA;FOLCLORICO/HISTORICO;
John Aloisi;ATA;JOGADOR BASE;
Harry Kewell;ATA;JOGADOR BASE;
Socceroo Cahill;ATA;JOGADOR BASE;
Burak Yılmaz;ATA;JOGADOR BASE;
Hakan Şükür;ATA;FOLCLORICO/HISTORICO;
Ilhan Mansiz;ATA;JOGADOR BASE;
Engin Bektas;ATA;JOGADOR BASE;
Lamine Yamal;ATA;JOGADOR BASE;
